Student_ID,First_Name,Last_Name,Email,Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night,Full_Name, AGE AVR,Attendance AVG,AVERAGE STUDY HOUR,AVERAGE SLEEP HOUR
S3061,Emma,Williams,student2061@university.com,Male,24,Mathematics,77.60,74.83,97.46,93.59,82.06,4.27,59.39,59.18,C,29,Yes,Yes,PhD,Low,6,4,Emma Williams,,,,
S3062,Omar,Davis,student2062@university.com,Male,20,Business,52.34,47.40,79.93,84.89,67.58,6.36,52.31,66.82,C,27,No,No,None,High,2,8,Omar Davis,,,,
S3063,Liam,Jones,student2063@university.com,Female,22,Engineering,98.71,68.04,46.15,58.54,58.29,8.06,99.22,85.78,A,10,No,Yes,,Medium,4,6,Liam Jones,,,,
S3064,John,Jones,student2064@university.com,Female,20,CS,91.43,96.91,89.37,51.28,94.21,7.38,67.96,61.67,A,29,No,Yes,,Low,3,6,John Jones,,,,
S3065,Maria,Davis,student2065@university.com,Female,21,CS,56.58,65.11,59.35,63.00,99.43,0.35,61.03,84.24,C,10,No,Yes,PhD,Low,1,7,Maria Davis,,,,
S3066,Maria,Davis,student2066@university.com,Female,24,Engineering,96.09,91.80,75.81,95.79,52.50,7.31,74.59,74.80,B,7,Yes,Yes,Master's,High,3,7,Maria Davis,,,,
S3067,Ahmed,Johnson,student2067@university.com,Female,24,CS,72.53,55.39,56.63,83.41,77.71,7.20,64.58,54.60,A,22,No,Yes,None,Low,7,6,Ahmed Johnson,,,,
S3068,Sara,Jones,student2068@university.com,Female,21,Engineering,68.59,74.26,84.00,95.97,63.07,0.99,61.65,69.33,B,19,Yes,Yes,Master's,Medium,6,7,Sara Jones,,,,
S3069,John,Davis,student2069@university.com,Female,21,CS,73.05,90.63,83.38,72.31,91.62,1.50,80.82,93.46,F,11,Yes,Yes,,Medium,3,8,John Davis,,,,
S3070,Ahmed,Brown,student2070@university.com,Female,23,CS,91.73,95.24,73.12,96.83,67.30,7.88,53.74,99.46,B,28,No,Yes,Master's,Low,2,5,Ahmed Brown,,,,
S3071,John,Brown,student2071@university.com,Male,19,CS,,69.15,54.46,73.15,85.73,5.59,75.45,68.45,D,15,No,Yes,PhD,Medium,6,4,John Brown,,,,
S3072,Liam,Jones,student2072@university.com,Male,21,Mathematics,52.96,78.38,55.22,60.21,76.98,8.22,69.37,52.74,D,15,No,Yes,Bachelor's,Low,7,7,Liam Jones,,,,
S3073,Sara,Davis,student2073@university.com,Male,24,Business,97.88,40.18,62.97,57.57,77.08,1.85,76.63,56.51,B,21,No,Yes,High School,Medium,2,7,Sara Davis,,,,
S3074,Omar,Johnson,student2074@university.com,Male,22,CS,,55.19,48.70,99.69,92.90,0.31,66.02,89.41,B,11,No,Yes,Bachelor's,Medium,7,5,Omar Johnson,,,,
S3075,Omar,Johnson,student2075@university.com,Female,24,CS,87.28,56.72,60.26,66.69,73.52,1.62,78.52,82.79,A,20,No,Yes,Bachelor's,Low,3,7,Omar Johnson,,,,
S3076,Maria,Johnson,student2076@university.com,Male,24,Engineering,81.81,45.61,81.06,58.00,92.28,4.53,54.09,64.25,D,14,Yes,Yes,PhD,Medium,6,8,Maria Johnson,,,,
S3077,Omar,Smith,student2077@university.com,Female,23,CS,59.38,56.78,89.85,50.42,68.17,5.23,68.81,69.56,D,22,Yes,Yes,Bachelor's,High,5,8,Omar Smith,,,,
S3078,Omar,Jones,student2078@university.com,Male,19,Engineering,58.54,59.27,59.95,64.28,58.74,8.58,61.87,90.56,C,11,Yes,Yes,Bachelor's,Low,1,7,Omar Jones,,,,
S3079,Liam,Johnson,student2079@university.com,Female,19,Business,93.52,98.13,54.02,94.46,72.77,7.16,71.90,70.66,B,10,Yes,Yes,PhD,Medium,9,5,Liam Johnson,,,,
S3080,Ali,Brown,student2080@university.com,Female,21,Engineering,70.98,80.12,89.96,,74.92,9.90,69.92,87.79,D,11,No,Yes,High School,Low,4,6,Ali Brown,,,,
S3081,Maria,Davis,student2081@university.com,Male,20,Engineering,82.73,65.56,93.44,81.62,73.92,0.79,81.56,64.76,B,28,No,Yes,High School,High,5,6,Maria Davis,,,,
S3082,Ahmed,Williams,student2082@university.com,Male,24,Engineering,75.20,99.28,64.60,,90.42,1.30,81.44,86.24,F,26,No,Yes,,High,3,8,Ahmed Williams,,,,
S3083,Emma,Williams,student2083@university.com,Female,18,Mathematics,86.37,49.19,41.61,75.64,78.23,0.84,70.67,73.32,B,26,Yes,Yes,,Medium,7,7,Emma Williams,,,,
S3084,Ali,Johnson,student2084@university.com,Female,20,Mathematics,,68.56,81.70,,94.42,5.38,59.08,77.27,A,25,No,Yes,PhD,Low,10,8,Ali Johnson,,,,
S3085,Ahmed,Williams,student2085@university.com,Female,20,Engineering,64.37,78.82,87.04,66.19,75.71,2.67,79.10,79.94,A,21,No,Yes,Master's,High,4,9,Ahmed Williams,,,,
S3086,Sara,Williams,student2086@university.com,Male,19,CS,68.17,43.33,41.08,,61.24,6.84,98.33,72.53,A,8,No,Yes,None,Medium,4,7,Sara Williams,,,,
S3087,Ali,Smith,student2087@university.com,Male,19,Engineering,92.95,83.02,75.70,53.94,56.47,1.33,59.27,73.31,B,13,No,Yes,PhD,Medium,9,5,Ali Smith,,,,
S3088,Liam,Brown,student2088@university.com,Female,23,CS,73.40,45.99,75.30,86.24,93.42,1.03,53.45,63.29,B,19,No,Yes,,Low,3,5,Liam Brown,,,,
S3089,Ahmed,Brown,student2089@university.com,Male,23,Engineering,60.67,48.42,62.72,83.03,52.81,4.60,63.23,99.29,C,8,No,Yes,Bachelor's,Medium,5,4,Ahmed Brown,,,,
S3090,Sara,Smith,student2090@university.com,Female,19,Engineering,96.73,49.58,84.99,59.58,55.88,3.76,70.65,95.29,B,6,Yes,Yes,High School,Medium,3,5,Sara Smith,,,,
S3091,Maria,Smith,student2091@university.com,Male,22,CS,89.83,95.73,65.69,69.44,53.18,8.29,65.31,76.37,B,7,No,Yes,Bachelor's,Low,2,5,Maria Smith,,,,
S3092,Emma,Williams,student2092@university.com,Male,22,CS,52.78,80.99,80.61,65.64,71.19,8.38,91.74,51.73,F,8,No,Yes,None,Low,6,5,Emma Williams,,,,
S3093,Sara,Jones,student2093@university.com,Male,18,Engineering,99.95,79.33,71.03,54.72,76.63,1.17,74.65,58.42,B,8,No,No,Master's,Medium,8,7,Sara Jones,,,,
S3094,Omar,Davis,student2094@university.com,Male,19,Business,84.75,73.33,54.91,79.24,50.99,8.12,62.31,92.70,B,10,No,Yes,Master's,Medium,5,5,Omar Davis,,,,
S3095,John,Davis,student2095@university.com,Male,21,Engineering,58.01,57.57,76.39,99.68,75.78,5.64,97.51,96.54,C,18,No,Yes,PhD,Low,2,6,John Davis,,,,
S3096,Sara,Williams,student2096@university.com,Female,23,Engineering,61.86,77.25,84.21,,69.69,5.04,56.25,58.06,D,12,No,Yes,None,Low,5,4,Sara Williams,,,,
S3097,Sara,Davis,student2097@university.com,Female,19,CS,84.62,64.61,98.43,77.26,88.68,0.95,56.15,86.73,D,27,Yes,Yes,PhD,Low,10,5,Sara Davis,,,,
S3098,Emma,Smith,student2098@university.com,Male,22,Engineering,88.99,48.72,62.81,52.02,91.50,7.40,62.26,81.15,B,27,Yes,Yes,None,High,6,4,Emma Smith,,,,
S3099,John,Brown,student2099@university.com,Female,19,Engineering,61.95,81.38,43.87,56.96,84.25,0.60,53.84,65.17,F,28,No,Yes,None,Low,1,8,John Brown,,,,
S3100,Omar,Davis,student2100@university.com,Female,22,Engineering,62.85,47.77,99.28,75.66,73.67,2.78,87.58,71.80,A,17,No,Yes,Master's,High,3,6,Omar Davis,,,,
S3101,Ahmed,Williams,student2101@university.com,Male,19,CS,65.36,51.44,77.43,99.26,60.81,0.95,65.64,83.86,C,24,No,Yes,None,Medium,7,6,Ahmed Williams,,,,
S3102,Ahmed,Jones,student2102@university.com,Female,24,Engineering,,89.06,96.79,93.83,92.36,5.31,86.49,55.06,A,20,No,Yes,None,Medium,9,8,Ahmed Jones,,,,
S3103,Sara,Williams,student2103@university.com,Male,21,CS,58.59,79.61,46.23,67.01,67.08,6.45,88.14,59.45,D,9,No,Yes,,High,8,8,Sara Williams,,,,
S3104,Liam,Johnson,student2104@university.com,Female,18,CS,55.21,77.86,60.52,77.15,67.81,8.91,61.88,51.67,D,21,No,Yes,None,Low,4,7,Liam Johnson,,,,
S3105,Liam,Williams,student2105@university.com,Female,24,Mathematics,83.94,65.09,48.04,,95.80,7.34,75.92,95.11,F,26,Yes,Yes,,Medium,6,7,Liam Williams,,,,
S3106,John,Smith,student2106@university.com,Female,21,CS,88.95,63.78,90.13,84.27,98.78,9.61,75.98,78.69,A,14,No,Yes,Master's,Medium,10,8,John Smith,,,,
S3107,John,Brown,student2107@university.com,Female,22,CS,,81.42,92.82,84.39,94.91,7.61,93.57,76.17,F,24,Yes,Yes,Master's,High,9,5,John Brown,,,,
S3108,Omar,Brown,student2108@university.com,Female,23,Engineering,68.19,84.40,70.08,89.49,99.91,2.98,51.28,85.31,D,24,No,Yes,Bachelor's,Low,7,8,Omar Brown,,,,
S3109,Emma,Davis,student2109@university.com,Female,23,Business,71.60,70.61,51.20,51.25,93.45,5.48,65.84,99.42,C,21,No,Yes,PhD,Medium,10,7,Emma Davis,,,,
S3110,Maria,Smith,student2110@university.com,Female,20,Engineering,69.42,98.16,47.63,97.18,85.22,4.58,94.12,58.61,B,27,No,No,None,High,2,6,Maria Smith,,,,
S3111,Ahmed,Johnson,student2111@university.com,Male,21,Business,98.00,97.34,75.29,53.50,64.69,5.66,61.84,56.66,B,9,No,Yes,Bachelor's,Low,6,6,Ahmed Johnson,,,,
S3112,Emma,Smith,student2112@university.com,Male,19,Business,88.40,64.75,70.38,73.81,97.65,5.72,56.84,64.74,A,26,No,Yes,,High,8,9,Emma Smith,,,,
S3113,Ali,Williams,student2113@university.com,Male,18,CS,60.40,89.24,81.69,95.98,93.83,7.02,78.81,95.20,C,20,No,Yes,Master's,High,1,9,Ali Williams,,,,
S3114,Ahmed,Smith,student2114@university.com,Male,19,CS,69.21,72.60,58.31,74.38,62.04,0.83,65.29,70.57,B,26,Yes,Yes,Master's,Low,1,8,Ahmed Smith,,,,
S3115,Emma,Smith,student2115@university.com,Female,19,CS,77.20,70.71,64.14,53.18,74.46,7.47,73.36,89.67,F,18,No,Yes,None,Low,1,6,Emma Smith,,,,
S3116,Ahmed,Johnson,student2116@university.com,Female,21,Business,80.65,43.30,41.28,61.46,53.50,1.44,91.00,60.15,B,13,No,Yes,Bachelor's,Low,4,8,Ahmed Johnson,,,,
S3117,Maria,Williams,student2117@university.com,Female,18,CS,73.41,74.44,76.61,78.93,97.67,0.26,76.03,74.68,D,27,Yes,Yes,Bachelor's,Low,2,7,Maria Williams,,,,
S3118,Ali,Jones,student2118@university.com,Male,20,CS,90.51,94.03,65.39,54.39,78.64,5.19,75.79,56.37,A,27,No,Yes,High School,Medium,7,7,Ali Jones,,,,
S3119,Liam,Jones,student2119@university.com,Male,24,Engineering,88.38,86.81,95.19,71.18,62.26,5.81,63.91,70.64,B,12,No,No,PhD,High,4,5,Liam Jones,,,,
S3120,Liam,Brown,student2120@university.com,Male,19,Engineering,,87.18,78.51,66.45,64.62,0.35,89.64,63.11,A,24,No,Yes,Master's,Medium,7,9,Liam Brown,,,,
S3121,Maria,Davis,student2121@university.com,Female,18,Engineering,92.72,49.60,63.92,90.76,99.03,5.15,86.99,77.47,A,7,No,Yes,High School,Medium,10,5,Maria Davis,,,,
S3122,Omar,Smith,student2122@university.com,Male,20,Engineering,87.55,61.51,55.82,55.51,80.78,5.35,61.71,89.02,A,7,Yes,Yes,None,Low,2,6,Omar Smith,,,,
S3123,Ali,Brown,student2123@university.com,Female,24,CS,,53.99,94.32,84.14,71.03,0.52,66.00,96.92,F,18,No,Yes,High School,Medium,3,6,Ali Brown,,,,
S3124,Sara,Johnson,student2124@university.com,Male,19,Engineering,97.82,58.95,40.98,70.33,74.99,7.12,89.43,64.19,A,6,No,Yes,Master's,Medium,1,5,Sara Johnson,,,,
S3125,Emma,Jones,student2125@university.com,Female,18,Engineering,63.32,74.77,59.61,79.39,54.93,2.10,67.89,87.16,A,16,Yes,Yes,,Medium,9,4,Emma Jones,,,,
S3126,Ali,Smith,student2126@university.com,Male,24,Mathematics,,61.89,96.61,60.28,53.75,7.94,70.18,94.28,D,25,No,Yes,,Medium,6,9,Ali Smith,,,,
S3127,Omar,Johnson,student2127@university.com,Female,21,CS,,73.64,79.24,80.49,79.64,3.11,68.22,56.24,F,27,No,Yes,High School,High,10,8,Omar Johnson,,,,
S3128,Omar,Davis,student2128@university.com,Male,23,Business,88.61,66.31,71.96,83.70,75.60,4.78,58.08,79.30,B,11,Yes,Yes,Master's,Medium,10,4,Omar Davis,,,,
S3129,Maria,Johnson,student2129@university.com,Male,23,Engineering,96.33,57.20,52.21,53.51,67.96,8.92,67.04,80.59,A,7,No,Yes,,Low,7,7,Maria Johnson,,,,
S3130,Ahmed,Smith,student2130@university.com,Female,19,CS,53.16,45.72,90.00,91.22,78.31,8.06,90.15,63.62,C,21,Yes,Yes,High School,Low,4,5,Ahmed Smith,,,,
S3131,Ali,Davis,student2131@university.com,Female,19,Business,,93.51,52.25,93.06,53.63,7.82,74.55,51.13,F,12,Yes,Yes,Bachelor's,Low,4,8,Ali Davis,,,,
S3132,Emma,Johnson,student2132@university.com,Male,24,CS,57.23,40.68,54.90,53.18,97.20,1.60,72.91,62.84,D,6,No,Yes,,Low,10,7,Emma Johnson,,,,
S3133,Ali,Davis,student2133@university.com,Female,18,Mathematics,75.19,40.10,51.51,80.16,64.69,0.48,57.82,79.24,B,8,No,Yes,PhD,Low,10,9,Ali Davis,,,,
S3134,John,Smith,student2134@university.com,Male,23,Business,,89.61,49.49,79.70,53.59,6.06,58.88,59.82,B,29,Yes,Yes,PhD,Medium,8,6,John Smith,,,,
S3135,Ahmed,Smith,student2135@university.com,Female,19,CS,56.40,99.81,97.20,50.62,58.48,4.11,52.15,64.37,D,27,Yes,No,High School,Low,1,8,Ahmed Smith,,,,
S3136,Emma,Davis,student2136@university.com,Male,20,CS,50.61,83.63,76.12,67.12,54.77,9.09,50.70,85.40,F,26,No,No,PhD,Medium,7,4,Emma Davis,,,,
S3137,Liam,Williams,student2137@university.com,Female,19,CS,81.51,40.92,78.27,98.45,58.93,3.50,74.40,69.92,B,14,Yes,No,,Low,4,9,Liam Williams,,,,
S3138,Emma,Brown,student2138@university.com,Male,23,CS,67.95,53.60,97.26,77.77,70.84,4.11,70.46,53.27,C,23,Yes,Yes,Bachelor's,Medium,4,7,Emma Brown,,,,
S3139,Sara,Johnson,student2139@university.com,Male,22,CS,55.26,98.31,53.83,96.66,86.90,5.26,63.77,69.96,F,29,No,Yes,PhD,High,8,6,Sara Johnson,,,,
S3140,Maria,Johnson,student2140@university.com,Male,23,CS,66.14,88.52,40.36,83.78,63.62,7.96,99.50,99.99,B,19,No,Yes,PhD,Medium,6,5,Maria Johnson,,,,
S3141,Sara,Williams,student2141@university.com,Female,20,Engineering,58.45,74.01,75.93,51.42,71.80,2.68,69.90,63.05,F,13,No,Yes,,Medium,5,7,Sara Williams,,,,
S3142,Emma,Williams,student2142@university.com,Male,18,CS,97.08,54.21,70.47,53.89,96.44,9.42,89.44,63.26,A,25,No,Yes,None,Medium,9,8,Emma Williams,,,,
S3143,Ahmed,Williams,student2143@university.com,Female,20,Business,,40.86,68.66,86.11,64.79,5.40,60.53,58.49,C,16,Yes,Yes,High School,Low,2,4,Ahmed Williams,,,,
S3144,Ali,Jones,student2144@university.com,Female,22,Business,66.70,41.25,43.71,77.73,89.74,8.41,62.35,63.58,F,19,No,Yes,,Low,7,5,Ali Jones,,,,
S3145,Liam,Jones,student2145@university.com,Female,22,Engineering,91.99,76.72,67.27,56.36,57.89,5.26,78.42,78.74,B,19,No,Yes,,High,2,6,Liam Jones,,,,
S3146,Ali,Davis,student2146@university.com,Male,19,Business,,41.31,57.25,80.70,58.92,7.72,50.20,98.23,A,10,No,No,Bachelor's,Medium,5,8,Ali Davis,,,,
S3147,Ahmed,Jones,student2147@university.com,Female,19,CS,85.51,99.62,56.47,,72.81,0.51,50.87,80.38,B,5,Yes,Yes,High School,Low,3,9,Ahmed Jones,,,,
S3148,Emma,Smith,student2148@university.com,Female,23,CS,,51.00,53.34,87.65,61.71,7.99,57.11,70.49,B,30,No,Yes,High School,Low,9,8,Emma Smith,,,,
S3149,Omar,Davis,student2149@university.com,Female,21,Engineering,,82.64,59.95,62.31,95.15,5.24,61.16,69.48,F,15,No,No,Master's,Medium,6,4,Omar Davis,,,,
S3150,Ali,Johnson,student2150@university.com,Male,20,Engineering,60.35,49.30,61.19,62.91,52.54,4.49,76.39,51.21,C,12,Yes,No,None,High,6,9,Ali Johnson,,,,
S3151,Omar,Brown,student2151@university.com,Female,23,Engineering,99.45,72.41,58.53,98.39,79.86,1.12,84.31,50.13,B,24,No,Yes,Master's,Medium,3,4,Omar Brown,,,,
S3152,Ali,Smith,student2152@university.com,Female,21,Business,91.55,44.84,98.73,94.37,80.21,7.42,65.59,89.86,B,20,Yes,Yes,,Low,9,9,Ali Smith,,,,
S3153,Ali,Johnson,student2153@university.com,Female,23,Mathematics,79.45,86.01,95.96,65.92,53.30,1.31,61.95,74.51,F,27,No,Yes,,Medium,7,6,Ali Johnson,,,,
S3154,Liam,Johnson,student2154@university.com,Female,22,Engineering,83.12,75.10,74.47,91.20,86.63,1.92,91.14,51.66,B,25,No,Yes,,Low,5,8,Liam Johnson,,,,
S3155,Maria,Davis,student2155@university.com,Male,19,Business,82.44,45.17,98.86,58.09,73.44,1.26,58.14,64.30,D,12,No,Yes,PhD,Low,10,4,Maria Davis,,,,
S3156,Maria,Williams,student2156@university.com,Male,19,CS,52.92,90.92,99.47,,86.15,0.07,83.92,67.83,F,20,No,Yes,Master's,Low,7,5,Maria Williams,,,,
S3157,John,Williams,student2157@university.com,Female,23,CS,60.90,72.82,61.36,59.06,91.35,6.62,96.57,89.16,D,18,Yes,Yes,,Medium,10,6,John Williams,,,,
S3158,Sara,Smith,student2158@university.com,Female,19,Business,98.07,95.30,66.71,54.39,66.14,2.71,61.61,71.72,A,29,Yes,Yes,PhD,Medium,2,4,Sara Smith,,,,
S3159,Ahmed,Williams,student2159@university.com,Female,18,Engineering,76.72,95.00,97.54,92.73,74.22,1.49,54.35,89.47,A,11,No,Yes,High School,Medium,6,6,Ahmed Williams,,,,
S3160,Ahmed,Johnson,student2160@university.com,Female,23,Engineering,,95.23,76.52,78.94,63.04,3.20,98.99,81.69,C,12,Yes,Yes,None,Medium,5,8,Ahmed Johnson,,,,
S3161,Ahmed,Williams,student2161@university.com,Male,22,CS,88.10,44.67,52.78,62.95,60.08,4.99,63.54,51.66,B,28,Yes,Yes,High School,Medium,6,7,Ahmed Williams,,,,
S3162,John,Jones,student2162@university.com,Male,24,Engineering,76.23,47.26,81.36,92.43,50.03,5.03,63.78,98.43,F,16,No,Yes,High School,High,8,6,John Jones,,,,
S3163,Maria,Williams,student2163@university.com,Male,23,CS,50.66,99.26,52.34,90.13,98.18,3.67,74.19,59.07,C,16,No,Yes,None,Low,3,4,Maria Williams,,,,
S3164,Emma,Johnson,student2164@university.com,Male,23,Engineering,86.81,69.26,60.36,55.05,72.05,4.95,61.55,63.78,B,27,Yes,No,None,Low,10,5,Emma Johnson,,,,
S3165,Omar,Davis,student2165@university.com,Female,19,CS,86.61,54.29,53.65,,50.65,4.27,99.64,90.46,A,12,No,Yes,,Low,8,8,Omar Davis,,,,
S3166,Liam,Smith,student2166@university.com,Female,22,CS,58.26,86.18,54.70,86.09,50.45,8.23,52.15,59.49,D,22,Yes,Yes,,Low,9,6,Liam Smith,,,,
S3167,Omar,Brown,student2167@university.com,Male,23,CS,97.83,55.86,40.28,85.79,64.42,0.30,72.57,70.05,A,23,No,Yes,Bachelor's,Low,5,6,Omar Brown,,,,
S3168,Emma,Williams,student2168@university.com,Male,19,CS,61.20,83.63,92.84,86.16,50.70,8.68,77.42,93.25,B,16,Yes,Yes,PhD,High,5,4,Emma Williams,,,,
S3169,Liam,Johnson,student2169@university.com,Female,20,Business,72.89,90.24,57.76,58.47,68.73,2.44,73.35,81.86,B,13,No,Yes,,Low,7,7,Liam Johnson,,,,
S3170,John,Brown,student2170@university.com,Female,22,CS,,87.06,45.18,,53.15,7.22,76.03,65.10,C,24,Yes,No,Master's,Low,4,7,John Brown,,,,
S3171,Emma,Brown,student2171@university.com,Female,21,CS,80.16,56.44,45.22,92.21,51.96,4.05,99.38,82.20,B,11,No,Yes,,Medium,3,6,Emma Brown,,,,
S3172,Ahmed,Jones,student2172@university.com,Female,18,Engineering,68.77,64.10,73.36,94.92,83.47,2.94,93.85,90.63,F,26,No,Yes,PhD,Low,3,8,Ahmed Jones,,,,
S3173,Sara,Brown,student2173@university.com,Female,21,Engineering,,64.80,99.58,63.96,95.34,6.15,65.42,70.19,F,15,No,Yes,PhD,Low,9,8,Sara Brown,,,,
S3174,Ali,Davis,student2174@university.com,Male,24,CS,91.35,69.48,48.70,51.15,70.47,7.69,77.57,78.58,B,6,No,Yes,PhD,Low,10,8,Ali Davis,,,,
S3175,Omar,Johnson,student2175@university.com,Male,22,CS,50.48,50.04,45.98,92.99,91.84,4.50,50.02,99.40,C,19,No,Yes,None,High,1,7,Omar Johnson,,,,
S3176,Maria,Johnson,student2176@university.com,Female,23,Mathematics,89.90,67.15,66.30,68.85,51.46,4.67,70.48,98.23,A,10,No,Yes,None,Low,9,9,Maria Johnson,,,,
S3177,Maria,Williams,student2177@university.com,Female,19,Engineering,78.57,70.65,73.80,,88.88,0.59,58.19,75.45,D,17,No,Yes,PhD,Low,8,6,Maria Williams,,,,
S3178,John,Williams,student2178@university.com,Male,24,CS,99.30,71.90,57.66,67.35,53.14,9.24,85.57,54.81,A,25,No,Yes,,High,1,7,John Williams,,,,
S3179,Liam,Williams,student2179@university.com,Female,22,Engineering,79.47,89.19,58.15,70.78,91.92,8.47,61.05,85.03,F,10,No,Yes,None,Low,8,7,Liam Williams,,,,
S3180,Maria,Davis,student2180@university.com,Male,18,CS,,71.04,65.47,68.91,94.12,3.98,87.44,63.43,F,10,No,Yes,PhD,Medium,4,8,Maria Davis,,,,
S3181,Ahmed,Brown,student2181@university.com,Male,22,CS,52.53,53.85,58.85,78.32,89.30,7.65,65.66,83.47,D,17,No,No,Master's,Low,6,7,Ahmed Brown,,,,
S3182,Omar,Brown,student2182@university.com,Male,24,Engineering,,79.79,94.92,53.95,91.04,3.13,96.29,67.59,F,17,Yes,Yes,PhD,Medium,8,7,Omar Brown,,,,
S3183,Emma,Jones,student2183@university.com,Male,19,Business,,87.84,42.52,98.58,78.07,7.30,72.27,85.94,A,16,No,Yes,,Medium,1,6,Emma Jones,,,,
S3184,Ahmed,Davis,student2184@university.com,Female,21,CS,67.29,59.16,54.07,96.82,63.24,5.17,91.98,68.37,C,22,Yes,Yes,PhD,Low,4,5,Ahmed Davis,,,,
S3185,John,Williams,student2185@university.com,Female,20,Business,80.90,78.72,88.51,96.72,82.16,4.61,81.41,97.06,F,12,No,Yes,,High,2,8,John Williams,,,,
S3186,Ahmed,Smith,student2186@university.com,Male,21,CS,74.48,48.82,90.04,93.96,71.98,0.57,98.87,56.83,C,12,Yes,Yes,Master's,Medium,1,8,Ahmed Smith,,,,
S3187,Emma,Jones,student2187@university.com,Female,19,CS,98.36,60.52,46.69,83.02,50.27,9.65,87.14,53.42,A,6,No,Yes,Master's,Medium,4,8,Emma Jones,,,,
S3188,Sara,Smith,student2188@university.com,Female,24,CS,97.50,94.55,98.43,61.06,73.84,8.37,86.39,89.06,A,15,No,Yes,,Medium,3,6,Sara Smith,,,,
S3189,John,Brown,student2189@university.com,Female,19,CS,99.19,94.68,81.60,52.47,82.56,7.93,63.24,70.07,A,10,Yes,Yes,PhD,Medium,9,6,John Brown,,,,
S3190,Sara,Jones,student2190@university.com,Female,18,Mathematics,93.32,74.52,56.36,54.97,50.69,3.05,75.24,73.28,B,20,No,No,None,Medium,1,4,Sara Jones,,,,
S3191,Ali,Jones,student2191@university.com,Male,22,Engineering,95.48,82.14,67.36,66.20,81.07,2.90,64.51,96.69,A,10,No,Yes,Bachelor's,Low,6,4,Ali Jones,,,,
S3192,Sara,Johnson,student2192@university.com,Female,22,CS,60.86,91.24,57.83,75.19,82.63,5.73,50.96,79.50,A,27,No,No,Bachelor's,Low,4,7,Sara Johnson,,,,
S3193,Ali,Brown,student2193@university.com,Male,21,Mathematics,91.55,97.51,49.00,99.66,57.91,8.46,85.53,83.01,A,26,No,Yes,High School,Low,4,4,Ali Brown,,,,
S3194,Ali,Brown,student2194@university.com,Male,24,Business,85.44,69.39,57.47,71.77,71.55,9.35,61.79,50.97,A,24,No,Yes,,Low,3,5,Ali Brown,,,,
S3195,Sara,Davis,student2195@university.com,Female,20,Business,98.14,73.69,74.81,76.23,98.22,2.69,69.87,83.53,A,25,Yes,Yes,,High,2,5,Sara Davis,,,,
S3196,John,Jones,student2196@university.com,Male,20,Mathematics,78.56,64.94,89.56,84.76,94.21,6.07,64.23,69.42,C,29,No,Yes,Bachelor's,High,4,6,John Jones,,,,
S3197,Liam,Brown,student2197@university.com,Female,18,CS,54.26,44.32,61.81,59.04,70.54,7.24,59.98,73.01,C,13,No,Yes,,Low,7,6,Liam Brown,,,,
S3198,Emma,Jones,student2198@university.com,Female,19,Business,79.87,65.37,60.87,96.64,67.49,2.26,53.36,90.40,F,30,No,Yes,Master's,Low,7,6,Emma Jones,,,,
S3199,Ahmed,Davis,student2199@university.com,Male,18,Engineering,84.33,87.44,68.08,76.45,56.20,4.07,66.89,76.19,A,27,Yes,Yes,,Medium,1,9,Ahmed Davis,,,,
S3200,Ahmed,Davis,student2200@university.com,Female,22,Business,61.02,88.29,78.67,63.81,51.76,1.87,54.09,99.34,B,14,No,No,Master's,Low,10,9,Ahmed Davis,,,,
S3201,Emma,Johnson,student2201@university.com,Male,23,Business,69.71,93.54,85.10,96.76,64.87,6.99,77.02,89.84,D,27,No,Yes,Master's,Medium,3,4,Emma Johnson,,,,
S3202,Omar,Jones,student2202@university.com,Male,23,CS,,43.09,59.61,81.27,97.01,8.64,50.98,86.43,D,27,Yes,Yes,High School,Medium,4,9,Omar Jones,,,,
S3203,Omar,Brown,student2203@university.com,Female,23,Business,68.71,71.63,75.18,74.18,97.93,8.78,97.00,79.43,A,6,No,Yes,,Medium,3,5,Omar Brown,,,,
S3204,Ali,Brown,student2204@university.com,Female,19,CS,68.75,46.45,63.36,79.01,90.63,6.70,98.32,70.62,F,27,Yes,Yes,High School,Medium,6,6,Ali Brown,,,,
S3205,Ali,Jones,student2205@university.com,Female,18,CS,56.65,52.04,82.98,87.42,67.54,3.47,65.23,52.64,C,16,No,Yes,Bachelor's,Low,7,8,Ali Jones,,,,
S3206,John,Jones,student2206@university.com,Male,24,CS,97.04,94.01,49.88,57.73,57.18,6.61,63.01,50.92,A,25,No,Yes,None,Low,4,7,John Jones,,,,
S3207,Maria,Jones,student2207@university.com,Female,21,Mathematics,87.52,69.81,55.42,93.24,79.78,8.64,55.22,52.34,A,8,No,Yes,High School,Low,7,4,Maria Jones,,,,
S3208,Sara,Williams,student2208@university.com,Male,22,CS,50.06,85.51,65.56,,82.33,6.26,95.25,97.94,C,9,No,Yes,None,Medium,6,8,Sara Williams,,,,
